fen,target_rating,target_themes,is_legal,is_puzzle,counter_intuitive
r5kr/pp1qb1p1/2p4p/3pP2Q/3Pb3/2P1B3/PP4PP/R4RK1 w - - 2 18,2370,"['advantage', 'long', 'middlegame', 'pin']",True,True,False
3r1r1k/1p4p1/p1p3Qp/2q5/8/3n1N1P/PP1R2P1/5R1K w - - 8 29,1376,"['advantage', 'master', 'masterVsMaster', 'middlegame', 'short']",True,False,False
r1b4r/pp1k2p1/2nb2qp/1B1p2B1/3p3Q/8/PPP2PPP/3RR1K1 w - - 0 18,1995,"['advantage', 'discoveredAttack', 'exposedKing', 'long', 'middlegame']",True,True,False
r4rk1/3nqpp1/2N1bn1p/3p4/1p1P4/2NQP2P/1PB2PP1/R4RK1 b - - 0 18,1769,"['advantage', 'long', 'middlegame']",True,True,False
1r4k1/4bpp1/1rp2n1B/3p4/3P4/2N3P1/Pq2QPKP/2R1R3 b - - 0 24,2073,"['advantage', 'long', 'middlegame']",True,True,False
r2qr2k/1pp2Qp1/1b4np/pP2P3/P4n2/B1N2N1P/5PP1/R3R1K1 b - - 0 20,2575,"['advantage', 'kingsideAttack', 'long', 'middlegame']",True,False,True
1r3k2/5p1p/2p1pp2/P2n4/r3N3/P4PK1/2R2P1P/2R5 w - - 10 30,1910,"['crushing', 'endgame', 'fork', 'long', 'master']",True,True,False
r4r2/2q1Nb2/5Qpk/2n4p/pp5P/8/1PP2PP1/2KR3R w - - 0 29,1661,"['master', 'mate', 'mateIn2', 'middlegame', 'pin', 'short']",True,True,False
2r5/4ppkp/6p1/1p6/1P6/P3B3/1br2PPP/1R1R2K1 w - - 3 23,1428,"['attraction', 'crushing', 'endgame', 'fork', 'long', 'sacrifice']",True,False,True
6R1/8/Kpk1p3/1p1pP3/6P1/PPr5/8/8 w - - 0 41,819,"['crushing', 'endgame', 'master', 'rookEndgame', 'short', 'skewer']",True,True,False
3N1r2/R7/kp6/p2pPp1Q/2pP2P1/2q5/2P5/2K5 b - - 1 38,1137,"['crushing', 'defensiveMove', 'endgame', 'hangingPiece', 'short']",True,False,False
6k1/p4pp1/1p5p/4b3/4B3/4P1P1/P1R2PKP/1q1r4 w - - 0 31,610,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
3q1nk1/1bN2rpp/pp1P4/8/3Nn2b/8/PPP2PPP/R1BQ1RK1 b - - 2 16,2312,"['advantage', 'kingsideAttack', 'master', 'middlegame', 'short']",True,True,False
r4bk1/2rqp2p/n1p3p1/3p1p2/3P1P1B/pP1BP3/P1Q2PRP/1KR5 w - - 1 27,1661,"['crushing', 'middlegame', 'pin', 'short']",True,False,False
3r2k1/1b4bR/p2P2p1/3p2N1/2p5/2P2N2/PP6/2K5 w - - 0 29,1525,"['attraction', 'crushing', 'endgame', 'exposedKing', 'fork', 'long', 'sacrifice']",True,True,False
rk5r/1b3R2/pp2p2q/4P2p/B6B/4p2P/PP4P1/5Q1K w - - 0 28,2248,"['attraction', 'crushing', 'defensiveMove', 'exposedKing', 'long', 'middlegame', 'queensideAttack', 'sacrifice']",True,True,False
3r1n2/1bp1bkpp/p1q2n2/1p6/3P4/P1N3B1/1PP1QPPP/R3R1K1 b - - 6 18,721,"['kingsideAttack', 'master', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
1r2kb1r/3nnpp1/4p1bp/1NppP3/3P4/6N1/P2BBPPP/R3K2R w KQk - 1 18,1585,"['crushing', 'master', 'middlegame', 'short']",True,True,False
rn2q1k1/pp3ppp/2pb4/3p1B2/2PN4/1Q6/PP3PPP/R1B4K b - - 0 15,537,"['mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
4r1k1/p4p1p/1p6/6B1/3P2n1/P4Q2/1P4P1/7K b - - 0 34,992,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
2kr3r/p1p1Rpp1/2p2n1p/8/8/1P6/P1P2PPP/RNB3K1 b - - 0 16,645,"['backRankMate', 'fork', 'mate', 'mateIn2', 'middlegame', 'short']",True,True,False
2kr3r/p2n2pp/2pB1bp1/5q2/2B5/8/PPP2PPP/3R1RK1 w - - 0 18,721,"['bodenMate', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
6k1/p4p2/1p5p/4r3/P3B3/1P2KP2/2P3PP/8 b - - 1 29,1275,"['advantage', 'endgame', 'short']",True,False,False
rn3rk1/4pp1p/3p2pB/2q4P/3QP1b1/Pp6/1P2B3/1K1R2NR b - - 0 20,1764,"['long', 'mate', 'mateIn3', 'middlegame', 'queensideAttack', 'sacrifice']",True,True,True
1Q6/5ppp/8/8/8/2pk3P/3p2P1/3K4 b - - 0 52,496,"['advancedPawn', 'endgame', 'mate', 'mateIn1', 'oneMove', 'queenEndgame']",True,True,False
2r3rk/5p2/4p2p/4q3/1Q6/8/1P3PPP/2R2RK1 b - - 1 31,2197,"['crushing', 'endgame', 'short']",True,True,False
r1bq3Q/1np3p1/p5k1/1p1Pp3/1Pn2BP1/2b2P2/P3K3/R4N2 w - - 0 36,1627,"['mate', 'mateIn2', 'middlegame', 'short']",True,True,False
5k2/p2r3p/1p4pP/3r1q2/4R3/2P5/PP3PQ1/K3R3 b - - 0 33,630,"['backRankMate', 'endgame', 'mate', 'mateIn2', 'short']",True,True,False
r3k1nr/1pp2ppp/1pnp4/4p1q1/2B1P3/3P1Q1P/PPP2PP1/R4RK1 w kq - 0 12,1124,"['advantage', 'attackingF2F7', 'long', 'middlegame', 'skewer']",True,True,False
r4rk1/2q2ppp/3pp3/4Pb1N/1p6/1p4Q1/PPP3PP/1K1RR3 w - - 0 22,951,"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
7Q/2p5/1p2prp1/p4k1p/q4p1P/8/6RK/8 w - - 0 38,1133,"['crushing', 'deflection', 'endgame', 'short']",True,True,False
r1bqk2r/pp3ppp/4p3/3pPn2/1b1P1P2/2N5/PP4PP/R1BQKB1R w KQkq - 3 10,1408,"['advantage', 'fork', 'master', 'opening', 'short']",True,True,False
6k1/4rRp1/p6p/7P/q1pP4/2Pb2Q1/P4RP1/6K1 b - - 0 31,2242,"['advantage', 'endgame', 'skewer', 'veryLong']",True,True,False
1k6/ppp3p1/8/1P5p/8/P3n2P/2P1r1P1/B2rNRK1 w - - 5 32,514,"['backRankMate', 'endgame', 'mate', 'mateIn2', 'short']",True,True,False
8/6pp/6k1/5pN1/5P2/5rPb/4R2P/6K1 b - - 1 35,404,"['endgame', 'mate', 'mateIn1', 'oneMove']",True,True,False
r4r1k/6p1/b3p1nN/p1pp4/1p3P1q/3P1Q1B/PPP2PK1/R6R w - - 1 27,2110,"['crushing', 'kingsideAttack', 'middlegame', 'pin', 'sacrifice', 'short']",True,True,False
6k1/2p2ppp/pnp5/B7/2P3PP/1P2PPR1/r3b2r/3R2K1 w - - 2 30,455,"['backRankMate', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
8/4k3/1p1p4/rP2p1p1/P2nP1P1/3B4/3K4/R7 b - - 1 35,717,"['crushing', 'endgame', 'fork', 'short']",True,True,False
8/6pp/3Bp2k/p2pP2P/P3p1PK/8/r4b2/5R2 w - - 3 38,2025,"['crushing', 'endgame', 'long']",True,True,False
r5k1/1p1r1pp1/p3pnp1/2qN4/8/1Q5P/PP3PP1/3RR1K1 w - - 0 25,1075,"['advantage', 'discoveredAttack', 'kingsideAttack', 'master', 'middlegame', 'short']",True,True,False
r3k2r/ppp2p1p/2n1pp2/7q/2PN2P1/2BP2b1/PP2B1P1/R2Q1RK1 b kq - 0 16,826,"['mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
7k/pb1qn1rn/1p2R2Q/2p2p2/2Pp4/3B4/PP3P1P/4RK2 w - - 2 28,2005,"['attraction', 'crushing', 'exposedKing', 'fork', 'long', 'middlegame']",True,True,False
2rq1rk1/7p/1n4pb/1R2Q3/pPpP1P2/P1B5/3N2PP/2R3K1 b - - 0 31,2133,"['crushing', 'master', 'middlegame', 'short', 'trappedPiece']",True,False,False
Q4rk1/p1p3p1/6P1/8/3P4/7P/q3r3/B4RK1 w - - 2 35,471,"['endgame', 'mate', 'mateIn1', 'oneMove']",True,True,False
6k1/2R3pp/2p4q/1p1p4/3P4/P7/1PP2R2/1K1Nr3 w - - 4 33,976,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
rn2kb1r/pp2pp1p/2p2np1/4q3/8/2N4Q/PPPPBPPP/R1B1K2R w KQkq - 0 9,918,"['mate', 'mateIn1', 'oneMove', 'opening']",True,True,False
8/7k/R6p/3p4/5r2/2P1p2P/P5P1/6K1 b - - 0 40,1085,"['advancedPawn', 'crushing', 'endgame', 'master', 'rookEndgame', 'short']",True,True,False
5rk1/q4ppp/p3Pb2/3nN3/P2P4/7Q/1r4PP/1R3RK1 w - - 0 25,2205,"['advancedPawn', 'advantage', 'kingsideAttack', 'long', 'middlegame']",True,True,False
r2qk1nr/ppp3pp/2n5/1B1p4/1b1Pp3/5Q1P/PP1B1PP1/RN2K2R w KQkq - 0 12,2267,"['crushing', 'exposedKing', 'long', 'opening']",True,True,False
2r3k1/3R1ppp/p1q5/2p2Q2/P7/7P/5PP1/6K1 w - - 4 27,994,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
8/pp1r2kp/q2P1ppb/4N3/4P3/1Q5P/PPR2PP1/6K1 b - - 0 32,1712,"['advantage', 'endgame', 'hangingPiece', 'short']",True,True,False
3r3k/6p1/4Q3/4B3/1p3P2/4PKP1/3q4/8 w - - 18 52,1563,"['endgame', 'mate', 'mateIn2', 'pin', 'short']",True,True,False
r1b1k1nr/ppp2pbp/3p1qp1/4p3/2BnP3/N2P2QP/PPP2PP1/R1B1K2R w KQkq - 0 10,1274,"['advantage', 'opening', 'short', 'trappedPiece']",True,False,False
r2qr1k1/p5bp/1pp1N1p1/8/2Q2p2/2P1n2P/PP3PP1/R1B1RNK1 b - - 0 18,1702,"['crushing', 'discoveredAttack', 'opening', 'short']",True,False,False
3r4/4kp1r/p2Np1p1/3bP3/P2n4/8/1P3RPP/5RK1 w - - 5 26,1163,"['hookMate', 'mate', 'mateIn2', 'middlegame', 'short']",True,True,False
rn3k1r/pp2bp1p/2p1pNp1/6B1/5P2/7P/PPP4P/2K1RR2 w - - 4 18,1214,"['mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
6k1/pb2r1pN/1n4Bp/3p4/1P2pR2/P7/5PPP/2rR2K1 b - - 3 30,706,"['backRankMate', 'hangingPiece', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
r2b2k1/1p3q1p/p2p4/3P2p1/2P1PR1r/6Q1/P2B3P/2R4K b - - 2 29,1392,"['crushing', 'long', 'middlegame']",True,True,False
1r3rk1/1pqN1pbp/p1p1pnp1/2N5/3P4/1QP5/PP3PPP/3RR1K1 b - - 3 19,1084,"['crushing', 'middlegame', 'short']",True,False,False
rn1qk2r/pp3ppp/3bp1N1/3p4/3Pn3/3BB3/PPP2PPP/RN1Q1RK1 b kq - 0 10,2069,"['crushing', 'intermezzo', 'opening', 'short']",True,True,False
rqnr2k1/5ppp/p7/4p3/8/1P5P/PBP2PP1/R2R2K1 w - - 0 24,687,"['backRankMate', 'hangingPiece', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
r4k1r/pp3pp1/4p3/3pP1np/6Pq/1PP5/P3B1PP/RN1Q1RK1 b - - 0 14,1427,"['advantage', 'kingsideAttack', 'middlegame', 'short']",True,False,False
4r2k/3q3r/1p4pQ/p1pP4/2P4P/1N4p1/PP3RK1/8 w - - 2 38,1048,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
2kr2r1/ppb2ppp/3qNn2/3p2B1/P7/2P2Q1P/1PB2PP1/R4RK1 b - - 0 18,678,"['mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
2r3k1/7p/6q1/p1Np4/Qp2pr2/P4P2/1PR2P1K/6R1 b - - 1 36,1032,"['mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
8/1p4p1/pb2pp1p/3n1k2/3P4/P3BN1P/1P2KPP1/8 w - - 1 27,1116,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
rn2kb1r/pQ2pppp/2p2n2/8/3q2b1/8/PPP2PPP/RNB1KBNR b KQkq - 0 7,777,"['mate', 'mateIn1', 'oneMove', 'opening']",True,True,False
k3r3/p3q3/1pp5/3pnB2/1P1Q4/1KPP4/P3R3/8 b - - 1 41,1877,"['advantage', 'endgame', 'long']",True,True,False
1R6/6pk/2p4p/3bP2r/5B1P/2P1RqP1/P4P1Q/6K1 b - - 3 40,934,"['mate', 'mateIn2', 'middlegame', 'short']",True,True,False
5Q2/pbp3np/1p1pq1pk/1P6/P6P/6K1/8/8 w - - 0 33,1166,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
6k1/6pp/p1N5/1pP2bp1/5P2/8/PPP5/3K4 w - - 0 29,595,"['crushing', 'endgame', 'fork', 'short']",True,True,False
3br1kr/7p/4p1pQ/P5P1/1B5P/P6q/5R2/6K1 w - - 2 36,1074,"['mate', 'mateIn2', 'middlegame', 'short']",True,True,False
1R2R3/p7/1p1k3p/1Pb5/P5p1/6P1/5r1P/7K b - - 7 41,1282,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
3Q4/p1p2ppp/4k3/8/5P2/4P3/Prqn2PP/3R1RK1 b - - 0 22,1620,"['discoveredAttack', 'endgame', 'mate', 'mateIn2', 'short']",True,True,False
r3r1k1/1p3p1p/p1p3p1/8/6bP/Q3b1P1/PP2B3/R3K2R b KQ - 0 20,1522,"['advantage', 'discoveredAttack', 'exposedKing', 'long', 'middlegame']",True,True,False
2r3k1/4brp1/2p3b1/2Pp1qNp/3B3P/2P5/PP3P1K/R2Q2R1 b - - 2 31,2041,"['crushing', 'middlegame', 'short']",True,False,False
8/1p6/p1p2p2/P3b3/1PK3P1/2PB4/3k4/8 w - - 4 61,1965,"['bishopEndgame', 'crushing', 'endgame', 'quietMove', 'veryLong']",True,False,False
4r1k1/pp1qr1p1/7p/2pPR3/2P2p2/1P3P2/P2Q2PP/4R1K1 b - - 4 33,876,"['crushing', 'endgame', 'short']",True,True,False
2rq1rk1/1p3p1p/p1pn2p1/P1Np4/1P1PnP2/4P3/5PBP/R1Q3RK b - - 3 22,1096,"['kingsideAttack', 'master', 'mate', 'mateIn1', 'middlegame', 'oneMove', 'smotheredMate']",True,True,False
8/7Q/3p1kp1/1p6/2b5/2q4P/5PPK/8 w - - 0 37,1048,"['crushing', 'endgame', 'short', 'skewer']",True,True,False
rn5Q/4kp2/2p1p1r1/1q4p1/8/8/4NPPP/3R1K1R w - - 6 24,895,"['mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
r6k/3NR1p1/4n2p/5b1P/p7/6R1/8/6K1 b - - 0 43,1358,"['advantage', 'endgame', 'long']",True,False,False
6k1/8/1R2p1pp/4P3/p1N2P2/6PK/7P/1r6 b - - 0 48,873,"['advancedPawn', 'advantage', 'endgame', 'long']",True,True,False
5k2/1p4r1/pb2qp1Q/8/8/3B1bP1/PP3P1P/2R3K1 w - - 1 30,2367,"['advantage', 'long', 'middlegame']",True,True,False
br1qkb1r/p1p2ppp/4pn2/6B1/3Qn3/5NP1/P3PPBP/RN1R2K1 w k - 0 16,1747,"['crushing', 'opening', 'short']",True,False,False
5kr1/pp3p1p/1q2pBb1/1B1p4/P7/5P2/1P5P/2Q1K1rR w K - 1 22,2115,"['advantage', 'defensiveMove', 'long', 'middlegame']",True,True,False
1R6/1P6/4pkp1/5p2/3P4/3KP2p/8/1r6 w - - 0 44,1020,"['advancedPawn', 'clearance', 'crushing', 'endgame', 'long', 'promotion', 'rookEndgame']",True,True,False
3r1rk1/1p2q1pp/5p2/8/1P1n4/6Q1/PPBB1PPP/R4RK1 b - - 0 20,1119,"['crushing', 'fork', 'long', 'middlegame']",True,True,False
6k1/pp3pp1/2p5/7b/4r2P/2P2N2/PP4K1/3R4 w - - 0 25,804,"['crushing', 'endgame', 'short']",True,True,False
8/2p1pk1p/Pp4p1/8/2P2P2/p2r2P1/3PR2P/3K4 w - - 0 34,2222,"['advancedPawn', 'advantage', 'endgame', 'long', 'rookEndgame']",True,True,False
8/1bpp2k1/1p5r/1P2P3/3P1P2/2P1n1K1/Q5P1/8 b - - 1 30,1710,"['crushing', 'endgame', 'short']",True,False,False
3r4/4kp1p/1PQ1p1p1/p3b3/1p2P2P/1P5K/6P1/8 b - - 2 36,1340,"['crushing', 'discoveredAttack', 'endgame', 'long', 'master']",True,True,False
8/8/2B2p1p/P4Pp1/3p2P1/1b1Pb1kP/8/4K3 w - - 1 51,1119,"['advancedPawn', 'bishopEndgame', 'crushing', 'endgame', 'short']",True,False,False
2r3kq/Q7/8/1brpN3/5Pp1/4P1P1/6K1/1B6 w - - 0 44,1033,"['master', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
Q1b2rk1/2q2p1p/1p2pbp1/pP6/2P5/P2B1N2/5PPP/3R1RK1 b - - 0 20,1243,"['advantage', 'clearance', 'long', 'master', 'middlegame', 'trappedPiece']",True,False,False
1k5r/pp1r1ppp/4p2n/1Nb2q2/2Pp4/6P1/PP3P1P/R1BQR1K1 w - - 3 15,1135,"['crushing', 'middlegame', 'short']",True,True,False
2r3k1/p2B1pbp/1p2pnp1/n2p4/3P4/1Pr1P2P/P1QB1PP1/2R2RK1 b - - 0 19,1589,"['advantage', 'middlegame', 'short']",True,True,False
8/1R6/p1pk4/2q3bp/1QP5/P7/KP6/3r4 w - - 3 45,1033,"['advantage', 'deflection', 'endgame', 'short']",True,True,False
5rk1/Q2B1R1p/4p1p1/3p4/3N2b1/2q5/Pr4PP/5RK1 b - - 0 23,2236,"['crushing', 'intermezzo', 'middlegame', 'veryLong']",True,True,False
2k1r3/pppn1pp1/3b2b1/3B2Pp/5P2/3P3P/PPPR4/2K3NR b - - 0 18,1475,"['backRankMate', 'deflection', 'long', 'mate', 'mateIn3', 'middlegame']",True,True,False
r2q1r2/1n4pk/p6p/1ppN1pb1/3n1B2/P2PN2P/1PPQ1PP1/R3R1K1 b - - 1 21,1763,"['advantage', 'clearance', 'long', 'middlegame']",True,True,False
r5r1/pp1k1p2/2p5/3pQ3/3P4/2NB4/PPP2q2/1K6 w - - 2 29,949,"['advantage', 'endgame', 'short']",True,True,False
8/4bkp1/R6P/4p3/Pp2P3/1P2r3/6P1/6K1 w - - 0 34,1695,"['advancedPawn', 'crushing', 'endgame', 'short']",True,False,False
4r3/1p3R1p/1pb2R1B/8/6k1/8/r6P/6K1 w - - 0 34,2533,"['crushing', 'endgame', 'long', 'quietMove']",True,True,False
r4rk1/pbp3pp/1p1pp3/6B1/2PPp2q/3BP2P/PP3P2/R2QK1R1 b Q - 0 16,830,"['attackingF2F7', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
2KQ4/8/5b2/p1B5/P7/3k4/6p1/8 b - - 0 77,1482,"['crushing', 'endgame', 'short']",True,True,False
1rb2r1k/4q2p/p2p4/3B1p2/1pPb4/1P2NQ2/P5PP/2R2R1K b - - 2 24,1643,"['crushing', 'master', 'masterVsMaster', 'middlegame', 'short']",True,False,False
3b4/3P4/pp2Pk2/5Q2/P6p/8/8/7K b - - 0 43,1277,"['crushing', 'endgame', 'hangingPiece', 'long']",True,False,False
1r6/p2kp1P1/3p4/2pP4/2P2B2/1N6/p4PK1/8 w - - 0 42,1560,"['advancedPawn', 'crushing', 'endgame', 'long', 'master', 'promotion']",True,True,False
r4rk1/1Q2bppp/p1N1p3/1p1q4/2pP1n2/2P5/PP3PPP/R4RK1 w - - 2 19,1044,"['advantage', 'fork', 'hangingPiece', 'middlegame', 'short']",True,True,False
2r3k1/p1Rb1ppp/2n1pn2/8/8/2P3P1/q4PBP/1rNQK2R w K - 3 17,2518,"['advantage', 'long', 'middlegame']",True,True,False
3r1rk1/pp2bppp/2ppnn2/8/N1P1P3/q1P4P/P2N2PB/R2Q1R1K w - - 1 17,1588,"['advantage', 'master', 'middlegame', 'short', 'trappedPiece']",True,True,False
1rr3k1/4ppbp/3p1np1/1b1N4/P2BP3/5P2/P2R2PP/R5K1 w - - 0 22,982,"['advantage', 'fork', 'middlegame', 'short']",True,False,False
r4rk1/3p1p1p/p2NpQpq/1p1b4/3R4/P7/1P3PPP/3R2K1 w - - 10 24,1839,"['advantage', 'kingsideAttack', 'middlegame', 'short']",True,True,False
4r3/3R1pkp/6p1/1P6/1b6/5B2/1P1R1PPP/6K1 b - - 0 36,685,"['backRankMate', 'endgame', 'mate', 'mateIn1', 'oneMove']",True,True,False
2r3k1/4R1pp/p1p2p2/2N5/2P5/1Pb4P/P4PP1/6K1 b - - 0 25,1257,"['advantage', 'endgame', 'short']",True,True,False
1r1r1bk1/3n1p1p/1qp3p1/2N1p3/PpQ1P3/4BP2/4N1PP/1RR3K1 b - - 1 24,2089,"['advantage', 'master', 'middlegame', 'short']",True,True,False
1r2qrk1/6bp/2npb3/2pNpp2/2P5/3P1B2/1B3PPP/1R1QR1K1 w - - 1 23,1695,"['crushing', 'middlegame', 'short']",True,False,False
8/3k4/3P1K2/p4R2/5r2/5P2/8/8 b - - 2 57,1293,"['advancedPawn', 'crushing', 'endgame', 'quietMove', 'rookEndgame', 'veryLong']",True,True,False
3r2k1/1q3ppp/p3p3/Qp1r4/7P/P4P2/1PP3P1/1K1R3R w - - 0 22,1373,"['backRankMate', 'endgame', 'mate', 'mateIn2', 'short', 'xRayAttack']",True,True,False
8/6kp/4b1q1/1p6/1PpPN2Q/2P1P3/r5P1/5RK1 b - - 0 34,1126,"['endgame', 'master', 'mate', 'mateIn1', 'oneMove']",True,True,False
r1bqkb1r/pp1pnppp/2n5/1N2p3/5B2/8/PPP1PPPP/R2QKBNR w KQkq - 0 7,1037,"['mate', 'mateIn1', 'oneMove', 'opening', 'smotheredMate']",True,True,False
1k6/pp6/4nNp1/P3r2p/3p4/7P/3R1PPK/8 w - - 1 41,689,"['crushing', 'endgame', 'fork', 'short']",True,True,False
8/5p2/p3kr2/8/8/R1P5/4P3/4K3 w - - 0 53,818,"['crushing', 'endgame', 'rookEndgame', 'short']",True,False,False
1r2kr2/pp3p1p/2b1p3/4N3/2P1n3/1N1B4/P3KP1P/6R1 w - - 5 22,1265,"['advantage', 'capturingDefender', 'middlegame', 'short']",True,False,False
r6r/pp2kb2/3p1p2/1N1Pp3/3bP3/P2B2P1/1P1Q2PP/7K b - - 7 28,1382,"['attraction', 'kingsideAttack', 'long', 'mate', 'mateIn3', 'middlegame', 'sacrifice']",True,True,False
8/5p2/1R6/6pk/8/3r2PP/5K2/8 w - - 4 41,849,"['endgame', 'mate', 'mateIn2', 'rookEndgame', 'short']",True,True,False
rnbqk2r/pp3ppp/5n2/4N3/2p5/2P5/P1PPQPPP/R1B1K2R w KQkq - 0 9,1198,"['advantage', 'discoveredAttack', 'opening', 'short']",True,True,False
r2qkbnr/pp4pp/2p2p2/4n2b/2B1P3/2N2N2/PPP1Q1PP/R1B2RK1 b kq - 1 10,2070,"['crushing', 'kingsideAttack', 'opening', 'short']",True,False,False
8/5k2/1P4RK/6P1/1r6/8/8/8 b - - 2 58,745,"['endgame', 'mate', 'mateIn1', 'oneMove', 'rookEndgame']",True,True,False
rnb2rk1/pp3p1p/3p2Pb/4p1q1/3pQ3/5N2/PPP1PPP1/RN2KB1R b KQ - 2 12,1034,"['mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
8/5p1k/5Ppb/2p3P1/qp6/8/KB5Q/8 w - - 5 59,1546,"['endgame', 'equality', 'pin', 'short']",True,False,False
8/2pR3p/pb4pk/8/5p1P/B6K/P1r5/6r1 w - - 4 40,1818,"['deflection', 'endgame', 'mate', 'mateIn2', 'short']",True,True,False
rn1q3k/pp4pp/1b2B3/4N3/5Q2/2p5/PP4PP/RN5K b - - 0 16,409,"['kingsideAttack', 'mate', 'mateIn2', 'middlegame', 'short']",True,True,False
7R/8/8/6p1/2p1p1k1/2Pb3p/P4K2/8 b - - 5 71,1642,"['crushing', 'defensiveMove', 'endgame', 'master', 'short']",True,True,False
rnbq1r1k/pp1n2b1/3pB1p1/4P1N1/5P2/2p5/PPP3P1/R1BQK3 w Q - 2 14,2625,"['crushing', 'opening', 'short']",True,True,False
3r4/1p4p1/2pB1bBp/p1Pk4/3rp3/P7/1PK2P2/4R3 w - - 2 32,1509,"['endgame', 'mate', 'mateIn1', 'oneMove']",True,True,False
r2k2nr/p3qBb1/1p1p3p/Q5p1/3n1B2/2N2R2/PPP3P1/R5K1 w - - 0 19,1957,"['advantage', 'long', 'middlegame', 'sacrifice']",True,False,False
3r1k1r/p1p2pp1/1p6/2pQ1b2/2Pn1P2/8/PP1P1KBq/R1B1R3 w - - 4 26,1273,"['hangingPiece', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
2r3k1/5p2/p3p1nQ/3pPP2/2qN4/6BP/7K/4b3 w - - 0 34,2377,"['crushing', 'middlegame', 'veryLong']",True,True,True
8/8/3p4/4kp2/1pP3pP/2RK2P1/8/8 b - - 0 42,1691,"['crushing', 'endgame', 'long']",True,True,False
6k1/ppR2pp1/4p1p1/4P1N1/3r2P1/1P4K1/P3r3/8 w - - 6 31,471,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
5r1k/6b1/3p3p/1P1q2pQ/r5P1/3p1N1P/3R2P1/3R3K b - - 3 34,1362,"['crushing', 'middlegame', 'short']",True,False,False
6k1/B7/2p2pK1/3nr2p/8/1Q3PP1/P6r/8 w - - 1 32,632,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
3r2k1/pp4bp/4qpp1/3Pp3/8/4Q2P/4B1P1/2rR3K w - - 0 27,1421,"['advantage', 'defensiveMove', 'hangingPiece', 'long', 'middlegame']",True,False,False
2r1q1k1/8/b2b1r1p/Pp1pNpp1/P2Pn3/1RPQ3P/2B1NPP1/4R1K1 b - - 0 28,1401,"['advantage', 'middlegame', 'short']",True,True,False
Q7/5qk1/p2p4/b1p1pr2/P7/6P1/4KP1R/8 w - - 4 39,978,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
1r5r/5pk1/4p3/3p2PP/N1nP4/n1P5/P3B3/K1R4R b - - 0 34,1495,"['mate', 'mateIn2', 'middlegame', 'sacrifice', 'short']",True,True,False
8/6pp/8/3kP3/1p1P2P1/1rpK3P/4R3/8 w - - 0 40,2250,"['crushing', 'endgame', 'long', 'rookEndgame']",True,True,False
5rk1/bpp3pp/p1npb3/4p3/1P2Nr2/P1PP3q/1B1QBPR1/2K3R1 w - - 0 22,1934,"['crushing', 'kingsideAttack', 'middlegame', 'short']",True,False,False
r6r/ppp1n1p1/3bBk1p/4nP2/3p4/8/PPPN1P1P/R1B1K2R w KQ - 2 16,743,"['mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
5kr1/pp1b1p2/4p2p/2KpP2B/5P2/P5R1/7P/8 w - - 5 35,1303,"['advantage', 'endgame', 'master', 'short']",True,True,False
rn2kbnr/pp6/2p2p2/4P3/4P1pq/2N3N1/PPPB1KB1/R2Q1R2 b kq - 2 17,1083,"['advantage', 'attraction', 'exposedKing', 'long', 'middlegame']",True,True,False
8/p5pk/1p3b1p/3r3P/6P1/3nBN2/P4PK1/3R4 b - - 4 30,1091,"['crushing', 'discoveredAttack', 'endgame', 'short']",True,True,False
2rr2k1/p5p1/1p5p/2pq1p1P/8/P4QR1/5PP1/4R1K1 w - - 0 32,1750,"['advantage', 'endgame', 'intermezzo', 'long']",True,True,False
3r1k2/2p1R3/p2p2n1/1p6/1P1P2Q1/7P/5qPK/4R3 b - - 3 42,2090,"['advantage', 'defensiveMove', 'endgame', 'short']",True,True,False
